# time(s),x(m),y(m),vx(m/s),vy(m/s),phi(rad),delta(rad),omega(rad/s),ax(m/s^2),deltadelta(rad/s),wheel_fl(kmph),wheel_fr(kmph),wheel_rl(kmph),wheel_rr(kmph),roll(rad),throttle_ped_cmd(%),brake_ped_cmd(kPa),gear
1672853767.56528354,412.86768458,191.38795761,31.22961741,0.12629026,1.76476360,0.00998765,0.14002663,0.00614960,0.00000000,113.21115701,113.45302771,112.36790840,112.43209465,-0.34957384,25.83315483,0.00000000,2.00000000
1672853767.60528350,412.61817335,192.61267566,31.23970322,0.12644297,1.77063862,0.00998765,0.13983970,0.01007452,-0.00791570,113.16420731,113.90737687,112.79630897,112.90368797,-0.34978087,25.70000076,0.00000000,2.00000000
1672853767.64528346,412.36846418,193.81626495,31.22452669,0.13198352,1.77495182,0.00967102,0.13568959,0.00392565,0.00391977,113.18881039,114.19253842,112.23955243,112.10372896,-0.34973342,25.56630496,0.00000000,2.00000000
1672853767.68528342,412.10288730,195.06651576,31.23828526,0.13619467,1.77962718,0.00982781,0.13282208,0.00947756,-0.00008209,113.14327402,113.96418218,112.59999847,112.76418005,-0.34967147,25.96681585,0.00000000,2.00000000
1672853767.72528338,411.84032528,196.26005886,31.23901094,0.13998114,1.78467824,0.00982453,0.13114862,0.00965198,0.00407802,113.23212908,114.07147823,112.66786727,112.53212968,-0.34961239,25.70000076,0.00000000,2.00000000
1672853767.76528335,411.56426435,197.48170712,31.24581263,0.13706314,1.79134182,0.00998765,0.13403842,0.01206828,0.00000000,113.22089847,114.16044847,112.63208768,112.87910000,-0.34954481,25.73333041,0.00000000,2.00000000
1672853767.80528331,411.28177379,198.70065157,31.26204707,0.13734203,1.79697364,0.00998765,0.13378813,0.01836822,-0.00783248,113.14274916,114.02862771,112.62862618,112.56431186,-0.34958770,25.53352489,0.00000000,2.00000000
1672853767.84528327,411.00049757,199.87957395,31.25598462,0.13698571,1.80300921,0.00967435,0.13461125,0.01561249,0.00783248,113.23210710,114.06789078,112.73578521,112.66421632,-0.34967764,25.29999924,0.00000000,2.00000000
1672853767.88528323,410.70198662,201.10823939,31.26933783,0.14213953,1.80764112,0.00998765,0.13178605,0.02083087,-0.01959089,113.28894075,114.26052084,112.62473186,112.46420949,-0.34962672,25.43312707,0.00000000,2.00000000
1672853767.92528319,410.40630015,202.29943740,31.26261388,0.14565172,1.81240399,0.00920401,0.12958682,0.01791536,0.01558730,113.26448411,114.03364476,112.63458161,112.86541839,-0.34957436,25.26505656,0.00000000,2.00000000
1672853767.96528316,410.09561788,203.51676182,31.26692144,0.14813838,1.81781183,0.00982750,0.12937361,0.01936771,0.01589365,113.23207609,114.27169231,112.63584356,112.77169231,-0.34961335,25.39999962,0.00000000,2.00000000
1672853768.00528312,409.77904488,204.73099591,31.27189476,0.14983235,1.82324415,0.01046325,0.12928879,0.02104566,0.00000000,113.32136218,114.29281529,112.63572549,112.25709073,-0.34955727,25.43320027,0.00000000,2.00000000
1672853768.04528308,409.53383535,205.63660262,31.26383665,0.14675384,1.82941616,0.01046325,0.13119677,0.01736028,0.00000000,112.73554746,114.16113530,112.93554686,112.72890720,-0.34964541,25.33330334,0.00000000,2.00000000
1672853768.08528304,409.17802223,206.93600062,31.26333039,0.14470720,1.83622268,0.01046325,0.13445110,0.01674037,-0.00782393,113.33894837,114.27115973,112.50000000,112.60673913,-0.34958481,25.23313994,0.00000000,2.00000000
1672853768.12528300,408.83356680,208.17576543,31.28034054,0.14943725,1.84087134,0.01015029,0.13176844,0.02342594,0.00384396,113.42159802,114.18944161,112.60704136,112.72863878,-0.34953898,25.50000000,0.00000000,2.00000000
1672853768.16528296,408.47689925,209.42348260,31.27729551,0.15390502,1.84623160,0.01030405,0.13127488,0.02191890,-0.00791008,112.86792200,114.54712185,112.90375898,112.80000305,-0.34948865,25.10000038,0.00000000,2.00000000
1672853768.20528293,408.12746381,210.62542905,31.28200115,0.15391412,1.85181317,0.00998765,0.13148134,0.02345396,0.00000000,113.33951265,114.36790455,112.67161268,112.53580451,-0.34952466,25.26662097,0.00000000,2.00000000
1672853768.24528289,407.77468214,211.79326160,31.28760960,0.15014575,1.85947368,0.00998765,0.13696591,0.02510876,0.00000000,113.48885930,114.22095915,112.53209527,112.76418994,-0.34959314,25.20000076,0.00000000,2.00000000
1672853768.28528285,407.39482333,213.03479714,31.29108540,0.15352443,1.86519310,0.00998765,0.13691606,0.02616591,-0.00774709,113.07158689,114.51107552,112.90000153,112.90000153,-0.34954847,25.00000000,0.00000000,2.00000000
1672853768.32528281,407.02567495,214.21990674,31.28729298,0.15735226,1.87039587,0.00967776,0.13551149,0.02430676,0.00774709,113.50486741,114.43252270,112.56747730,112.39756658,-0.34950687,25.03421183,0.00000000,2.00000000
1672853768.36528277,406.64054653,215.42732307,31.30002710,0.15602420,1.87711774,0.00998765,0.13837807,0.02896271,-0.02378011,113.53431184,114.23401941,113.36597907,113.13342945,-0.34945346,25.13116229,0.00000000,2.00000000
1672853768.40528274,406.25392248,216.61878611,31.30634205,0.15607073,1.88296587,0.00903644,0.13853458,0.03100965,0.00000000,113.00375626,114.71502472,112.63583547,112.80751312,-0.34961217,24.59945934,0.00000000,2.00000000
1672853768.44528270,405.87035237,217.78095679,31.31481876,0.15593845,1.88885962,0.00903644,0.13878871,0.03388750,0.00406729,113.53929117,114.30000305,112.72856359,112.72856359,-0.34956395,24.60000038,0.00000000,2.00000000
1672853768.48528266,405.46448063,218.98208715,31.32331571,0.16143701,1.89406435,0.00919913,0.13718895,0.03683934,-0.00406729,113.48897586,114.25319689,113.23578415,112.90367288,-0.34952303,24.36665743,0.00000000,2.00000000
1672853768.52528262,405.08070659,220.09574365,31.31340287,0.15886678,1.90070338,0.00903644,0.13953788,0.03211748,0.00000000,113.10367687,114.54314461,112.56789178,112.70368052,-0.34946963,24.26725254,0.00000000,2.00000000
1672853768.56528258,404.65981377,221.29600373,31.32093152,0.15879179,1.90686401,0.00903644,0.14028500,0.03456238,-0.01189006,113.57163387,114.50000000,112.69999695,112.69627323,-0.34942732,24.29999924,0.00000000,2.00000000
1672853768.60528255,404.23765506,222.47645930,31.33068297,0.15912926,1.91275350,0.00856084,0.14014942,0.03792170,-0.01189006,113.52167394,113.95733952,112.89300511,113.27133024,-0.34946240,24.16682096,0.00000000,2.00000000
1672853768.64528251,403.82393499,223.62719117,31.32203225,0.16562884,1.91659667,0.00808524,0.13485015,0.03403898,-0.00788882,113.13576992,114.62194632,112.73577357,112.46422856,-0.34954844,23.86644160,0.00000000,2.00000000
1672853768.68528247,403.38135049,224.83365217,31.33420885,0.16949263,1.92146235,0.00776968,0.13261381,0.03846125,0.00386839,113.53974757,114.40000153,112.80000305,112.99614969,-0.34950679,24.00000000,0.00000000,2.00000000
1672853768.72528243,402.95035054,225.99135760,31.32843140,0.17440435,1.92583609,0.00792442,0.12922815,0.03566555,-0.00399642,113.69321064,113.92578583,113.03484200,112.86515953,-0.34946562,23.60000038,0.00000000,2.00000000
1672853768.76528239,402.50678837,227.16237772,31.31560110,0.17327850,1.93169997,0.00776456,0.13020445,0.02989005,0.00024253,113.20374826,114.55081504,112.83208717,112.69999695,-0.34941940,23.66661250,0.00000000,2.00000000
1672853768.80528235,402.05504325,228.33282140,31.34059432,0.17359814,1.93718764,0.00777426,0.13001737,0.03940658,0.02368488,113.60366303,114.59999847,113.03211131,113.03211131,-0.34955960,23.86654019,0.00000000,2.00000000
1672853768.84528232,401.60889328,229.46831999,31.33870273,0.17236997,1.94319711,0.00872166,0.13116505,0.03795729,-0.00402050,113.52143318,114.05715056,113.10356755,112.89643245,-0.34951358,23.13322602,0.00000000,2.00000000
1672853768.88528228,401.14465762,230.64235108,31.34787480,0.17684241,1.94734563,0.00856084,0.12745134,0.04118142,0.00402270,113.30371193,114.52226825,112.66419235,112.82467338,-0.34947806,23.03303021,0.00000000,2.00000000
1672853768.92528224,400.68646368,231.78285258,31.34004574,0.18013086,1.95171769,0.00872175,0.12463548,0.03752613,0.00001861,113.63837091,114.56767254,112.86162909,113.00603887,-0.34943922,22.83313372,0.00000000,2.00000000
1672853768.96528220,400.21254363,232.94029979,31.34216378,0.17761959,1.95783730,0.00872249,0.12683047,0.03767654,0.00002842,113.56220905,113.83049731,112.80000305,112.93414463,-0.34939801,22.83363079,0.00000000,2.00000000
1672853769.00528216,399.73089974,234.09733620,31.33596946,0.17804750,1.96318372,0.00872363,0.12664430,0.03458982,0.00782032,113.23466453,114.50997232,112.80000305,112.59601210,-0.34942634,22.79999924,0.00000000,2.00000000
1672853769.04528213,399.39579264,234.88926628,31.32091982,0.17867045,1.96740357,0.00903644,0.12345492,0.02806554,0.00000000,113.63945992,114.56789034,113.13578068,112.82843194,-0.34946962,22.76680775,0.00000000,2.00000000
1672853769.08528209,398.85893398,236.15696073,31.33974600,0.18141840,1.97195840,0.00903644,0.12158715,0.03523566,0.00000000,113.52127309,114.06063960,113.06787135,113.10723541,-0.34944666,22.63309201,0.00000000,2.00000000
1672853769.12528205,398.34385429,237.35476716,31.34379392,0.18459431,1.97634009,0.00903644,0.11937427,0.03635449,-0.00398830,113.20349797,114.65314139,112.70699382,112.66084016,-0.34941489,22.26779355,0.00000000,2.00000000
1672853769.16528201,397.81676598,238.55750748,31.34371221,0.18123504,1.98263599,0.00887691,0.12261337,0.03563705,0.00398830,113.49625953,114.50000000,113.37539401,113.16791095,-0.34944617,22.06701266,0.00000000,2.00000000
1672853769.20528197,397.30645637,239.70292003,31.34203736,0.18157526,1.98783717,0.00903644,0.12248699,0.03435756,0.01976836,113.66389191,113.89791788,112.59999847,112.56701249,-0.34940817,22.10204921,0.00000000,2.00000000
1672853769.24528193,396.79716528,240.82820308,31.33215575,0.17910839,1.99389321,0.00982718,0.12458606,0.02976316,-0.00003954,113.30362816,114.80725571,112.62849701,112.83212669,-0.34946959,22.16687874,0.00000000,2.00000000
1672853769.28528190,396.24835995,242.02168574,31.34477762,0.18202886,1.99920077,0.00982560,0.12456431,0.03439412,-0.00385634,113.39632445,114.63578269,113.16421519,113.16421519,-0.34943134,22.00000000,0.00000000,2.00000000
1672853769.32528186,395.71816300,243.15490380,31.33191154,0.18441105,2.00464296,0.00967134,0.12494188,0.02868884,0.01571980,113.42114705,114.19999695,112.69999695,112.52846145,-0.34938980,21.83314840,0.00000000,2.00000000
1672853769.36528182,395.17812314,244.29485848,31.33991239,0.18287025,2.01076910,0.01030013,0.12716752,0.03139089,0.00813005,113.06710900,114.83688018,113.10132853,113.03288947,-0.34941563,21.86609601,0.00000000,2.00000000
1672853769.40528178,394.63250661,245.42897351,31.33974597,0.18197264,2.01672789,0.01062534,0.12857285,0.03078414,-0.00405216,113.47109597,114.53222501,112.93222654,113.00332344,-0.34938530,21.53359019,0.00000000,2.00000000
1672853769.44528174,394.09266336,246.53269961,31.34826811,0.18105303,2.02291117,0.01046325,0.13041767,0.03359081,0.00000000,113.42143641,114.16428753,112.86428966,112.76071744,-0.34943389,21.43331242,0.00000000,2.00000000
1672853769.48528171,393.53098496,247.66846652,31.33693716,0.18544382,2.02777123,0.01046325,0.12868424,0.02858722,-0.00403692,113.10364878,114.60730182,113.06788242,112.77153486,-0.34940087,21.06685371,0.00000000,2.00000000
1672853769.52528167,393.00896088,248.70494117,31.32049795,0.18373761,2.03404270,0.01030177,0.13088022,0.02138983,-0.00785314,113.53940866,114.53576414,112.74305775,112.97152735,-0.34937636,21.23342539,0.00000000,2.00000000
1672853769.56528163,392.42171193,249.85507834,31.32828608,0.18700393,2.03962209,0.00998765,0.13092441,0.02411934,0.00000000,113.53732021,114.33133837,112.53373181,112.66746467,-0.34933365,21.53472707,0.00000000,2.00000000
1672853769.60528159,391.84723515,250.96898220,31.33030107,0.18718938,2.04519899,0.00998765,0.13099966,0.02452738,-0.00402341,113.03577402,114.80000305,112.92845196,112.83211528,-0.34935848,21.26685066,0.00000000,2.00000000
1672853769.64528155,391.27848664,252.05560499,31.29154702,0.19057956,2.05030044,0.00982671,0.12989251,0.00865056,-0.01576346,113.43893512,114.06106488,112.73557623,112.60336041,-0.34940721,21.03328674,0.00000000,2.00000000
1672853769.68528152,390.67601647,253.18456763,31.32054282,0.18842821,2.05730482,0.00919617,0.13378986,0.01995501,0.00789681,113.68924715,114.47144459,113.00000000,113.12855388,-0.34937634,21.79999924,0.00000000,2.00000000
1672853769.72528148,390.09542961,254.26125703,31.31329318,0.19372298,2.06219160,0.00951204,0.13180359,0.01682977,-0.00789141,112.99707862,114.90292291,112.93138676,112.67153571,-0.34934023,21.03519466,0.00000000,2.00000000
1672853769.76528144,389.49309206,255.36217001,31.30926247,0.19205733,2.06887727,0.00919639,0.13496643,0.01485229,0.00008066,113.33855303,113.89686975,112.79686611,112.76771169,-0.34935729,20.93335772,0.00000000,2.00000000
1672853769.80528140,388.88639405,256.45830710,31.30928343,0.19214926,2.07463883,0.00919961,0.13529800,0.01464557,0.00781075,113.52187850,114.33905922,112.56437533,112.63562162,-0.34933528,21.00000000,0.00000000,2.00000000
1672853769.84528136,388.28850627,257.52498540,31.29195506,0.19759604,2.07940760,0.00951204,0.13314022,0.00766771,0.00000000,113.03573127,114.73213300,113.01079573,112.90359674,-0.34937903,21.00000000,0.00000000,2.00000000
1672853769.88528132,387.66368080,258.62298147,31.31730993,0.20112263,2.08489581,0.00951204,0.13301751,0.01776513,-0.01189006,113.36941681,113.99587660,112.59793802,112.63058319,-0.34934986,21.26684423,0.00000000,2.00000000
1672853769.92528129,387.04809368,259.68718730,31.29835585,0.20431588,2.09062052,0.00903644,0.13350959,0.00994981,0.00400936,113.52152082,114.23923959,112.46076499,112.67139301,-0.34931399,20.76626581,0.00000000,2.00000000
1672853769.96528125,386.41759678,260.76531965,31.30040343,0.20202198,2.09747985,0.00919682,0.13704315,0.01054042,0.00788069,112.83581006,114.62838048,112.90000153,113.00371495,-0.34928627,20.89999962,0.00000000,2.00000000
1672853770.00528121,385.78012298,261.84282320,31.29646438,0.20228765,2.10326138,0.00951204,0.13717584,0.00880848,-0.01189006,113.47057503,113.75884689,112.50293274,112.36177563,-0.34931084,20.93364088,0.00000000,2.00000000
1672853770.04528117,385.33896110,262.57273647,31.28048736,0.20603633,2.10748991,0.00903644,0.13316632,0.00246404,0.00000000,113.52125518,114.14299396,113.20362460,112.96425219,-0.34929808,20.96645059,0.00000000,2.00000000
1672853770.08528113,384.62716728,263.75205443,31.27941955,0.20903508,2.11289653,0.00903644,0.13267081,0.00201955,-0.02378011,112.86790063,114.46050998,112.40000153,112.53949002,-0.34931735,20.86606994,0.00000000,2.00000000
1672853770.12528110,383.94682059,264.86327612,31.30924870,0.21103518,2.11833395,0.00808524,0.13225756,0.01393386,0.00000000,113.30727105,113.45333529,112.40000153,112.50000000,-0.34930919,21.10000038,0.00000000,2.00000000
1672853770.16528106,383.25477636,265.97840171,31.29403788,0.20900863,2.12487514,0.00808524,0.13486650,0.00754723,0.01189006,113.58888044,114.00741121,113.04322043,112.86790431,-0.34929186,20.26663304,0.00000000,2.00000000
1672853770.20528102,382.58853048,267.03719179,31.28245711,0.20943046,2.13053874,0.00856084,0.13471270,0.00274442,-0.01189006,112.86501508,114.46997442,112.56005116,112.46501355,-0.34931393,20.77181762,0.00000000,2.00000000
1672853770.24528098,381.93430696,268.06757403,31.28532531,0.21004096,2.13591052,0.00808524,0.13378569,0.00381703,0.00402481,113.27150486,113.48911383,112.29274225,112.52849819,-0.34936068,21.16689885,0.00000000,2.00000000
1672853770.28528094,381.22775313,269.16883508,31.27102299,0.21468136,2.14055913,0.00824623,0.13102809,-0.00187123,0.00383371,113.48906858,113.90728487,112.80364350,112.83576202,-0.34936192,20.86667015,0.00000000,2.00000000
1672853770.32528090,380.55619519,270.20545759,31.26651626,0.21906179,2.14475474,0.00839958,0.12725532,-0.00357111,0.00001384,112.96786870,114.52852917,112.53573588,112.26426200,-0.34932577,21.16651940,0.00000000,2.00000000
1672853770.36528087,379.85828597,271.26690122,31.28501965,0.21745865,2.15078157,0.00840013,0.12880508,0.00377241,0.00401769,113.27139284,113.35367205,112.53215156,112.63569383,-0.34929592,21.26661153,0.00000000,2.00000000
1672853770.40528083,379.16526130,272.30742505,31.26820245,0.21802294,2.15622865,0.00856084,0.12856720,-0.00307391,0.00000000,113.35719343,114.00710195,112.40000153,112.50355220,-0.34931172,20.60000038,0.00000000,2.00000000
1672853770.44528079,378.48242906,273.32467908,31.26400661,0.22238297,2.16048311,0.00856084,0.12535968,-0.00463642,0.01189006,112.90365529,114.29268545,112.59999847,112.63211256,-0.34934720,21.06692199,0.00000000,2.00000000
1672853770.48528075,377.76725679,274.37668402,31.28410829,0.22468438,2.16563144,0.00903644,0.12474713,0.00343479,-0.01189006,113.20735236,113.52107971,112.50000000,112.40000153,-0.34932070,21.16688829,0.00000000,2.00000000
